database_name,dataset,model_class,rmsep,source
FUSARIUM,FinalScore_grp70_30_scoreQ,paper TabPFN-Raw,1.3487084980622803,paper (TabPFN bench master_pivot)
FUSARIUM,Fv_Fm_grp70_30,paper TabPFN-Raw,0.0309108634547573,paper (TabPFN bench master_pivot)
FUSARIUM,Tleaf_grp70_30,paper TabPFN-Raw,2.8869659770405227,paper (TabPFN bench master_pivot)
GRAPEVINES,grapevine_chloride_556_KS,paper TabPFN-Raw,1004.7711085771856,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,paper TabPFN-Raw,3.4195867941291915,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,paper TabPFN-Raw,4.010255503725023,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper TabPFN-Raw,4.005316833851728,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,paper TabPFN-Raw,4.374574398786281,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,paper TabPFN-Raw,0.3142029546660064,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper TabPFN-Raw,1.507199700321095,paper (TabPFN bench master_pivot)
IncombustibleMaterial,TIC_spxy70,paper TabPFN-Raw,3.4640680128660866,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,paper TabPFN-Raw,3.752188640829693,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_all_26650_NocitaKS,paper TabPFN-Raw,6.310093708139271,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,paper TabPFN-Raw,0.3437161762845032,paper (TabPFN bench master_pivot)
MALARIA,Malaria_Oocist_333_Maia,paper TabPFN-Raw,7872.586562811307,paper (TabPFN bench master_pivot)
MALARIA,Malaria_Sporozoite_229_Maia,paper TabPFN-Raw,35027.55533360475,paper (TabPFN bench master_pivot)
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,paper TabPFN-Raw,5.561677568553957,paper (TabPFN bench master_pivot)
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,paper TabPFN-Raw,2.6794924408313463,paper (TabPFN bench master_pivot)
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,paper TabPFN-Raw,0.7834426914589188,paper (TabPFN bench master_pivot)
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,paper TabPFN-Raw,2.3950313126089853,paper (TabPFN bench master_pivot)
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,paper TabPFN-Raw,1.7949795973712188,paper (TabPFN bench master_pivot)
MILK,Milk_Fat_1224_KS,paper TabPFN-Raw,0.1506755133776697,paper (TabPFN bench master_pivot)
MILK,Milk_Lactose_1224_KS,paper TabPFN-Raw,0.1236079699096345,paper (TabPFN bench master_pivot)
MILK,Milk_Urea_1224_KS,paper TabPFN-Raw,4.332178844974017,paper (TabPFN bench master_pivot)
PEACH,Brix_spxy70,paper TabPFN-Raw,0.7698634434844062,paper (TabPFN bench master_pivot)
PHOSPHORUS,LP_spxyG,paper TabPFN-Raw,0.1657184972518241,paper (TabPFN bench master_pivot)
PHOSPHORUS,MP_spxyG,paper TabPFN-Raw,0.0199865693618074,paper (TabPFN bench master_pivot)
PHOSPHORUS,NP_spxyG,paper TabPFN-Raw,0.1231536913775641,paper (TabPFN bench master_pivot)
PHOSPHORUS,Pi_spxyG,paper TabPFN-Raw,0.157162626181273,paper (TabPFN bench master_pivot)
PHOSPHORUS,V25_spxyG,paper TabPFN-Raw,0.2632008951654764,paper (TabPFN bench master_pivot)
PLUMS,Firmness_spxy70,paper TabPFN-Raw,0.2609965718246939,paper (TabPFN bench master_pivot)
QUARTZ,Quartz_spxy70,paper TabPFN-Raw,0.0005494316147727,paper (TabPFN bench master_pivot)
TABLET,Escitalopramt_310_Zhao,paper TabPFN-Raw,0.8433432586902941,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_Density_402_Olale,paper TabPFN-Raw,0.1273425697680852,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_N_402_Olale,paper TabPFN-Raw,0.048441743675388,paper (TabPFN bench master_pivot)
ALPINE,ALPINE_P_291_KS,paper TabPFN-opt,0.0434172262265824,paper (TabPFN bench master_pivot)
AMYLOSE,Rice_Amylose_313_YbasedSplit,paper TabPFN-opt,1.6324748680589178,paper (TabPFN bench master_pivot)
BEEFMARBLING,Beef_Marbling_RandomSplit,paper TabPFN-opt,61.66147586241889,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_KS,paper TabPFN-opt,0.1299057120433259,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_YbaseSplit,paper TabPFN-opt,0.1518057882280002,paper (TabPFN bench master_pivot)
BERRY,brix_groupSampleID_stratDateVar_balRows,paper TabPFN-opt,2.853174648141779,paper (TabPFN bench master_pivot)
BERRY,ph_groupSampleID_stratDateVar_balRows,paper TabPFN-opt,0.2311397916046612,paper (TabPFN bench master_pivot)
BERRY,ta_groupSampleID_stratDateVar_balRows,paper TabPFN-opt,1.5232489464217651,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Fat_40_RandomSplit,paper TabPFN-opt,0.4496367672416956,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Sucrose_40_RandomSplit,paper TabPFN-opt,0.9563602522311316,paper (TabPFN bench master_pivot)
COLZA,C_woOutlier,paper TabPFN-opt,0.7934057539308966,paper (TabPFN bench master_pivot)
COLZA,N_wOutlier,paper TabPFN-opt,0.1753391406618567,paper (TabPFN bench master_pivot)
COLZA,N_woOutlier,paper TabPFN-opt,0.1774593952768322,paper (TabPFN bench master_pivot)
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,paper TabPFN-opt,0.024732365270999,paper (TabPFN bench master_pivot)
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,paper TabPFN-opt,0.0640284145472728,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_b-a,paper TabPFN-opt,4.32793289222884,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hla-b,paper TabPFN-opt,4.204671505294696,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hlb-a,paper TabPFN-opt,2.941691963741545,paper (TabPFN bench master_pivot)
DarkResp,Rd25_CBtestSite,paper TabPFN-opt,0.2768014604928451,paper (TabPFN bench master_pivot)
DarkResp,Rd25_GTtestSite,paper TabPFN-opt,0.283656162595822,paper (TabPFN bench master_pivot)
DarkResp,Rd25_XSBNtestSite,paper TabPFN-opt,0.2555386706070408,paper (TabPFN bench master_pivot)
DarkResp,Rd25_spxy70,paper TabPFN-opt,0.1662338831839056,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,paper TabPFN-opt,30.400491431444763,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,paper TabPFN-opt,70.2517756389499,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_species,paper TabPFN-opt,49.00256863506216,paper (TabPFN bench master_pivot)
FUSARIUM,Fv_Fm_grp70_30,paper TabPFN-opt,0.0255441423119991,paper (TabPFN bench master_pivot)
GRAPEVINES,grapevine_chloride_556_KS,paper TabPFN-opt,771.2750618484285,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,paper TabPFN-opt,3.4195867941291915,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,paper TabPFN-opt,3.734769944542737,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper TabPFN-opt,3.6237328654559775,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,paper TabPFN-opt,4.484544769962023,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,paper TabPFN-opt,0.302785366424565,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper TabPFN-opt,1.4832810032041188,paper (TabPFN bench master_pivot)
IncombustibleMaterial,TIC_spxy70,paper TabPFN-opt,2.9618158540951023,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,paper TabPFN-opt,3.330519129081399,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_all_26650_NocitaKS,paper TabPFN-opt,5.549614417482722,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,paper TabPFN-opt,0.2503169152062248,paper (TabPFN bench master_pivot)
MALARIA,Malaria_Oocist_333_Maia,paper TabPFN-opt,8084.587736739721,paper (TabPFN bench master_pivot)
MALARIA,Malaria_Sporozoite_229_Maia,paper TabPFN-opt,34162.99329936347,paper (TabPFN bench master_pivot)
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,paper TabPFN-opt,5.621742848992302,paper (TabPFN bench master_pivot)
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,paper TabPFN-opt,2.658345589992729,paper (TabPFN bench master_pivot)
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,paper TabPFN-opt,0.7508986236686556,paper (TabPFN bench master_pivot)
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,paper TabPFN-opt,2.2951036862227383,paper (TabPFN bench master_pivot)
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,paper TabPFN-opt,1.5941884695680253,paper (TabPFN bench master_pivot)
MILK,Milk_Fat_1224_KS,paper TabPFN-opt,0.0804810781126017,paper (TabPFN bench master_pivot)
MILK,Milk_Lactose_1224_KS,paper TabPFN-opt,0.0476799677937258,paper (TabPFN bench master_pivot)
MILK,Milk_Urea_1224_KS,paper TabPFN-opt,3.9276846609334144,paper (TabPFN bench master_pivot)
PEACH,Brix_spxy70,paper TabPFN-opt,0.3967094148765152,paper (TabPFN bench master_pivot)
PHOSPHORUS,LP_spxyG,paper TabPFN-opt,0.1831265619196814,paper (TabPFN bench master_pivot)
PHOSPHORUS,MP_spxyG,paper TabPFN-opt,0.0213239925416399,paper (TabPFN bench master_pivot)
PHOSPHORUS,NP_spxyG,paper TabPFN-opt,0.115737934160017,paper (TabPFN bench master_pivot)
PHOSPHORUS,Pi_spxyG,paper TabPFN-opt,0.1803016262304163,paper (TabPFN bench master_pivot)
PHOSPHORUS,V25_spxyG,paper TabPFN-opt,0.2926425800034379,paper (TabPFN bench master_pivot)
PLUMS,Firmness_spxy70,paper TabPFN-opt,0.2572658569578188,paper (TabPFN bench master_pivot)
QUARTZ,Quartz_spxy70,paper TabPFN-opt,0.0004709108899428,paper (TabPFN bench master_pivot)
TABLET,Escitalopramt_310_Zhao,paper TabPFN-opt,0.3284213500881314,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_Density_402_Olale,paper TabPFN-opt,0.1216669909436602,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_N_402_Olale,paper TabPFN-opt,0.0472945910950756,paper (TabPFN bench master_pivot)
ALPINE,ALPINE_P_291_KS,AOM-PLS PLS-standard,0.0596920317134281,AOM_v0 publication
AMYLOSE,Rice_Amylose_313_YbasedSplit,AOM-PLS PLS-standard,3.2446926368545626,AOM_v0 publication
BEEFMARBLING,Beef_Marbling_RandomSplit,AOM-PLS PLS-standard,74.82383662125208,AOM_v0 publication
BEER,Beer_OriginalExtract_60_KS,AOM-PLS PLS-standard,0.5783836208398858,AOM_v0 publication
BEER,Beer_OriginalExtract_60_YbaseSplit,AOM-PLS PLS-standard,0.9263079540752552,AOM_v0 publication
BERRY,brix_groupSampleID_stratDateVar_balRows,AOM-PLS PLS-standard,4.427724806691203,AOM_v0 publication
BERRY,ph_groupSampleID_stratDateVar_balRows,AOM-PLS PLS-standard,0.340482309324476,AOM_v0 publication
BERRY,ta_groupSampleID_stratDateVar_balRows,AOM-PLS PLS-standard,2.1787115855745847,AOM_v0 publication
BISCUIT,Biscuit_Fat_40_RandomSplit,AOM-PLS PLS-standard,0.4196763112966035,AOM_v0 publication
BISCUIT,Biscuit_Sucrose_40_RandomSplit,AOM-PLS PLS-standard,1.1544618734444572,AOM_v0 publication
COLZA,C_woOutlier,AOM-PLS PLS-standard,1.601807477386274,AOM_v0 publication
COLZA,N_wOutlier,AOM-PLS PLS-standard,0.3511313039469382,AOM_v0 publication
COLZA,N_woOutlier,AOM-PLS PLS-standard,0.3537750581711363,AOM_v0 publication
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,AOM-PLS PLS-standard,0.0662781069598637,AOM_v0 publication
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,AOM-PLS PLS-standard,0.1972009927466326,AOM_v0 publication
DIESEL,DIESEL_bp50_246_b-a,AOM-PLS PLS-standard,3.153566743158967,AOM_v0 publication
DIESEL,DIESEL_bp50_246_hla-b,AOM-PLS PLS-standard,2.794447585311599,AOM_v0 publication
DIESEL,DIESEL_bp50_246_hlb-a,AOM-PLS PLS-standard,3.137451600951606,AOM_v0 publication
DarkResp,Rd25_CBtestSite,AOM-PLS PLS-standard,0.2287753653898592,AOM_v0 publication
DarkResp,Rd25_GTtestSite,AOM-PLS PLS-standard,0.2041572375797028,AOM_v0 publication
DarkResp,Rd25_XSBNtestSite,AOM-PLS PLS-standard,0.3157744227206742,AOM_v0 publication
DarkResp,Rd25_spxy70,AOM-PLS PLS-standard,0.1785767474579984,AOM_v0 publication
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,AOM-PLS PLS-standard,70.98125640039986,AOM_v0 publication
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,AOM-PLS PLS-standard,42.137258929172674,AOM_v0 publication
ECOSIS_LeafTraits,Chla+b_spxyG_species,AOM-PLS PLS-standard,49.62585242726549,AOM_v0 publication
FUSARIUM,Fv_Fm_grp70_30,AOM-PLS PLS-standard,0.0312437833300191,AOM_v0 publication
GRAPEVINES,grapevine_chloride_556_KS,AOM-PLS PLS-standard,999.9623686959302,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,AOM-PLS PLS-standard,3.8675945555060345,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,AOM-PLS PLS-standard,4.314700311608212,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-PLS PLS-standard,3.863437771536008,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,AOM-PLS PLS-standard,5.1975438880467655,AOM_v0 publication
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,AOM-PLS PLS-standard,0.3177031876622876,AOM_v0 publication
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-PLS PLS-standard,1.4576145661742068,AOM_v0 publication
IncombustibleMaterial,TIC_spxy70,AOM-PLS PLS-standard,3.9911518618136697,AOM_v0 publication
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,AOM-PLS PLS-standard,5.35964769022926,AOM_v0 publication
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,AOM-PLS PLS-standard,0.5152297573011926,AOM_v0 publication
MALARIA,Malaria_Oocist_333_Maia,AOM-PLS PLS-standard,7953.722591100652,AOM_v0 publication
MALARIA,Malaria_Sporozoite_229_Maia,AOM-PLS PLS-standard,34187.77637020566,AOM_v0 publication
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,AOM-PLS PLS-standard,8.735720415945678,AOM_v0 publication
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,AOM-PLS PLS-standard,2.593980584929294,AOM_v0 publication
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,AOM-PLS PLS-standard,0.7946789148284632,AOM_v0 publication
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,AOM-PLS PLS-standard,2.3882032646623186,AOM_v0 publication
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,AOM-PLS PLS-standard,1.7433441566374508,AOM_v0 publication
MILK,Milk_Fat_1224_KS,AOM-PLS PLS-standard,0.1011945659801014,AOM_v0 publication
MILK,Milk_Lactose_1224_KS,AOM-PLS PLS-standard,0.0588361629987956,AOM_v0 publication
MILK,Milk_Urea_1224_KS,AOM-PLS PLS-standard,4.410214962452098,AOM_v0 publication
PEACH,Brix_spxy70,AOM-PLS PLS-standard,1.7103507371910391,AOM_v0 publication
PHOSPHORUS,LP_spxyG,AOM-PLS PLS-standard,0.1911881161616511,AOM_v0 publication
PHOSPHORUS,MP_spxyG,AOM-PLS PLS-standard,0.0227976081058835,AOM_v0 publication
PHOSPHORUS,NP_spxyG,AOM-PLS PLS-standard,0.1057804599657981,AOM_v0 publication
PHOSPHORUS,Pi_spxyG,AOM-PLS PLS-standard,0.1812838891242657,AOM_v0 publication
PHOSPHORUS,V25_spxyG,AOM-PLS PLS-standard,0.3655739401903101,AOM_v0 publication
PLUMS,Firmness_spxy70,AOM-PLS PLS-standard,0.2967790298425745,AOM_v0 publication
QUARTZ,Quartz_spxy70,AOM-PLS PLS-standard,3.3987655165869764e-09,AOM_v0 publication
TABLET,Escitalopramt_310_Zhao,AOM-PLS PLS-standard,0.3993313416988594,AOM_v0 publication
WOOD_density,WOOD_Density_402_Olale,AOM-PLS PLS-standard,0.1366613113691301,AOM_v0 publication
WOOD_density,WOOD_N_402_Olale,AOM-PLS PLS-standard,0.0502242639342961,AOM_v0 publication
ALPINE,ALPINE_P_291_KS,AOM-PLS-best,0.0570306404056327,AOM_v0 publication
AMYLOSE,Rice_Amylose_313_YbasedSplit,AOM-PLS-best,1.8704609146383744,AOM_v0 publication
BEEFMARBLING,Beef_Marbling_RandomSplit,AOM-PLS-best,70.66735961681665,AOM_v0 publication
BEER,Beer_OriginalExtract_60_KS,AOM-PLS-best,0.1426024118090958,AOM_v0 publication
BEER,Beer_OriginalExtract_60_YbaseSplit,AOM-PLS-best,0.2074260424079046,AOM_v0 publication
BERRY,brix_groupSampleID_stratDateVar_balRows,AOM-PLS-best,3.699332549292051,AOM_v0 publication
BERRY,ph_groupSampleID_stratDateVar_balRows,AOM-PLS-best,0.2989489351563514,AOM_v0 publication
BERRY,ta_groupSampleID_stratDateVar_balRows,AOM-PLS-best,1.8360048550874792,AOM_v0 publication
BISCUIT,Biscuit_Fat_40_RandomSplit,AOM-PLS-best,0.2740572196551213,AOM_v0 publication
BISCUIT,Biscuit_Sucrose_40_RandomSplit,AOM-PLS-best,0.7578697550591629,AOM_v0 publication
COLZA,C_woOutlier,AOM-PLS-best,1.3859639793603136,AOM_v0 publication
COLZA,N_wOutlier,AOM-PLS-best,0.2808326467849152,AOM_v0 publication
COLZA,N_woOutlier,AOM-PLS-best,0.2585790093972522,AOM_v0 publication
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,AOM-PLS-best,0.0221767524674975,AOM_v0 publication
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,AOM-PLS-best,0.1289565231260683,AOM_v0 publication
DIESEL,DIESEL_bp50_246_b-a,AOM-PLS-best,2.945651849112764,AOM_v0 publication
DIESEL,DIESEL_bp50_246_hla-b,AOM-PLS-best,2.7299217516730856,AOM_v0 publication
DIESEL,DIESEL_bp50_246_hlb-a,AOM-PLS-best,2.8694085513110474,AOM_v0 publication
DarkResp,Rd25_CBtestSite,AOM-PLS-best,0.2278641640946068,AOM_v0 publication
DarkResp,Rd25_GTtestSite,AOM-PLS-best,0.1907353896202484,AOM_v0 publication
DarkResp,Rd25_XSBNtestSite,AOM-PLS-best,0.2274015416371717,AOM_v0 publication
DarkResp,Rd25_spxy70,AOM-PLS-best,0.1754586104291702,AOM_v0 publication
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,AOM-PLS-best,8.816424080728046,AOM_v0 publication
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,AOM-PLS-best,13.951962642419916,AOM_v0 publication
ECOSIS_LeafTraits,Chla+b_spxyG_species,AOM-PLS-best,14.019228997409694,AOM_v0 publication
FUSARIUM,FinalScore_grp70_30_scoreQ,AOM-PLS-best,1.4959948920242627,AOM_v0 publication
FUSARIUM,Fv_Fm_grp70_30,AOM-PLS-best,0.0275312994444184,AOM_v0 publication
FUSARIUM,Tleaf_grp70_30,AOM-PLS-best,5.033135404555842,AOM_v0 publication
GRAPEVINES,grapevine_chloride_556_KS,AOM-PLS-best,916.5580773140164,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,AOM-PLS-best,3.347000967804583,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,AOM-PLS-best,3.4400208993859405,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-PLS-best,3.589473937715188,AOM_v0 publication
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,AOM-PLS-best,4.3170571697034505,AOM_v0 publication
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,AOM-PLS-best,0.3030997913684949,AOM_v0 publication
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-PLS-best,1.311399393762144,AOM_v0 publication
IncombustibleMaterial,TIC_spxy70,AOM-PLS-best,2.948120757463263,AOM_v0 publication
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,AOM-PLS-best,4.886152291677484,AOM_v0 publication
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,AOM-PLS-best,0.38573626859797,AOM_v0 publication
MALARIA,Malaria_Oocist_333_Maia,AOM-PLS-best,7732.99456416378,AOM_v0 publication
MALARIA,Malaria_Sporozoite_229_Maia,AOM-PLS-best,33702.37703438236,AOM_v0 publication
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,AOM-PLS-best,7.235524415543641,AOM_v0 publication
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,AOM-PLS-best,2.267624180397946,AOM_v0 publication
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,AOM-PLS-best,0.7168578848596966,AOM_v0 publication
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,AOM-PLS-best,2.318901754061266,AOM_v0 publication
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,AOM-PLS-best,1.5485802707770282,AOM_v0 publication
MILK,Milk_Fat_1224_KS,AOM-PLS-best,0.0777117948384832,AOM_v0 publication
MILK,Milk_Lactose_1224_KS,AOM-PLS-best,0.0560960597112178,AOM_v0 publication
MILK,Milk_Urea_1224_KS,AOM-PLS-best,4.181714113729996,AOM_v0 publication
PEACH,Brix_spxy70,AOM-PLS-best,0.877210263357179,AOM_v0 publication
PHOSPHORUS,LP_spxyG,AOM-PLS-best,0.1547081398747242,AOM_v0 publication
PHOSPHORUS,MP_spxyG,AOM-PLS-best,0.0189163724938811,AOM_v0 publication
PHOSPHORUS,NP_spxyG,AOM-PLS-best,0.1002366942742503,AOM_v0 publication
PHOSPHORUS,Pi_spxyG,AOM-PLS-best,0.1494523370193925,AOM_v0 publication
PHOSPHORUS,V25_spxyG,AOM-PLS-best,0.1979847607561064,AOM_v0 publication
PLUMS,Firmness_spxy70,AOM-PLS-best,0.2069377013884682,AOM_v0 publication
QUARTZ,Quartz_spxy70,AOM-PLS-best,3.3915181591560317e-09,AOM_v0 publication
TABLET,Escitalopramt_310_Zhao,AOM-PLS-best,0.3232798782595188,AOM_v0 publication
WOOD_density,WOOD_Density_402_Olale,AOM-PLS-best,0.1284242524557362,AOM_v0 publication
WOOD_density,WOOD_N_402_Olale,AOM-PLS-best,0.0479331532005323,AOM_v0 publication
ALPINE,ALPINE_P_291_KS,AOM-Ridge-best,0.0580812657263183,AOM_v0/Ridge/benchmark_runs/curated_v2
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,AOM-Ridge-best,7.133220363198135,AOM_v0/Ridge/benchmark_runs/curated_v2
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,AOM-Ridge-best,2.330309146570733,AOM_v0/Ridge/benchmark_runs/curated_v2
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,AOM-Ridge-best,0.7376199328405435,AOM_v0/Ridge/benchmark_runs/curated_v2
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,AOM-Ridge-best,2.453663163059657,AOM_v0/Ridge/benchmark_runs/curated_v2
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,AOM-Ridge-best,1.6620922165015766,AOM_v0/Ridge/benchmark_runs/curated_v2
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,AOM-Ridge-best,3.619613971760835,AOM_v0/Ridge/benchmark_runs/curated_v2
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,AOM-Ridge-best,3.515371319834302,AOM_v0/Ridge/benchmark_runs/curated_v2
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,AOM-Ridge-best,3.735991262253921,AOM_v0/Ridge/benchmark_runs/curated_v2
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,AOM-Ridge-best,4.686971712244227,AOM_v0/Ridge/benchmark_runs/curated_v2
BEER,Beer_OriginalExtract_60_KS,AOM-Ridge-best,0.1545753770080473,AOM_v0/Ridge/benchmark_runs/curated_v2
BEER,Beer_OriginalExtract_60_YbaseSplit,AOM-Ridge-best,0.258492607083256,AOM_v0/Ridge/benchmark_runs/curated_v2
BISCUIT,Biscuit_Fat_40_RandomSplit,AOM-Ridge-best,0.1868941958191409,AOM_v0/Ridge/benchmark_runs/curated_v2
BISCUIT,Biscuit_Sucrose_40_RandomSplit,AOM-Ridge-best,0.7737680783652301,AOM_v0/Ridge/benchmark_runs/curated_v2
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,AOM-Ridge-best,0.0259176153714966,AOM_v0/Ridge/benchmark_runs/curated_v2
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,AOM-Ridge-best,0.1090621838714172,AOM_v0/Ridge/benchmark_runs/curated_v2
DIESEL,DIESEL_bp50_246_b-a,AOM-Ridge-best,2.7344743390292003,AOM_v0/Ridge/benchmark_runs/curated_v2
DIESEL,DIESEL_bp50_246_hla-b,AOM-Ridge-best,2.4922845978243746,AOM_v0/Ridge/benchmark_runs/curated_v2
DIESEL,DIESEL_bp50_246_hlb-a,AOM-Ridge-best,2.6726566204675217,AOM_v0/Ridge/benchmark_runs/curated_v2
TABLET,Escitalopramt_310_Zhao,AOM-Ridge-best,0.3676580405487562,AOM_v0/Ridge/benchmark_runs/curated_v2
PLUMS,Firmness_spxy70,AOM-Ridge-best,0.2115866017821452,AOM_v0/Ridge/benchmark_runs/curated_v2
FUSARIUM,Fv_Fm_grp70_30,AOM-Ridge-best,0.0301364783766884,AOM_v0/Ridge/benchmark_runs/curated_v2
PHOSPHORUS,LP_spxyG,AOM-Ridge-best,0.1614630337941708,AOM_v0/Ridge/benchmark_runs/curated_v2
PHOSPHORUS,MP_spxyG,AOM-Ridge-best,0.0197249834205496,AOM_v0/Ridge/benchmark_runs/curated_v2
